trial,time,drone_id,depot_id,pkg_id,agent_tw_earliest_time,agent_tw_latest_time,agent_tw_avail,reward,true_return_time,true_delivery_time,approx_travel_time,true_travel_time
14,78,dn1,1,pkg52,86.0,92.0,100,1000.0,88.0,86.0,8,2.0
14,80,dn10,4,pkg53,89.0,99.0,110,1000.0,128,104,11,24
14,81,dn3,1,pkg54,90.0,100.0,105,1000.0,111,96,5,15
14,82,dn12,4,pkg55,87.0,93.0,103,1000.0,108,95,10,13
14,83,dn7,3,pkg56,93.0,99.0,104,1000.0,96.0,93.0,5,3.0
14,84,dn9,3,pkg57,91.0,97.0,101,1000.0,114,99,4,15
14,86,dn13,5,pkg59,96.0,101.0,105,1000.0,99.0,96.0,4,3.0
14,87,dn6,2,pkg58,92.0,100.0,110,1000.0,131,109,10,22
14,88,dn14,5,pkg60,97.0,102.0,111,1000.0,102.0,97.0,9,5.0
14,90,dn1,1,pkg62,96.0,102.0,107,1000.0,108,99,5,9
14,91,dn2,1,pkg63,97.0,106.0,109,1000.0,113,102,3,11
14,93,dn15,5,pkg64,98.0,107.0,118,1000.0,101.0,98.0,11,3.0
14,96,dn7,3,pkg65,102.0,111.0,116,1000.0,106.0,102.0,5,4.0
14,99,dn13,5,pkg66,102.0,109.0,113,1000.0,109,104,4,5
15,0,dn1,1,pkg5,9.0,15.0,16,1000.0,22,11,1,11
15,0,dn2,1,pkg7,7.0,12.0,16,1000.0,11.0,7.0,4,4.0
15,0,dn3,1,pkg12,5.0,10.0,17,1000.0,10,5,7,5
15,0,dn4,2,pkg4,7.0,12.0,15,1000.0,34,17,3,17
15,0,dn5,2,pkg21,9.0,15.0,18,1000.0,32,16,3,16
15,0,dn6,2,pkg1,9.0,17.0,19,1000.0,40,20,2,20
15,0,dn7,3,pkg13,6.0,12.0,16,1000.0,8.0,6.0,4,2.0
15,0,dn8,3,pkg16,8.0,14.0,18,1000.0,16,8,4,8
15,0,dn9,3,pkg8,6.0,12.0,19,1000.0,9.0,6.0,7,3.0
15,0,dn10,4,pkg17,5.0,13.0,17,1000.0,42,21,4,21
15,0,dn11,4,pkg6,10.0,15.0,18,1000.0,52,26,3,26
15,0,dn12,4,pkg2,7.0,16.0,20,1000.0,28,14,4,14
15,0,dn13,5,pkg9,9.0,15.0,22,1000.0,15.0,9.0,7,6.0
15,0,dn14,5,pkg15,7.0,17.0,22,1000.0,13.0,7.0,5,6.0
15,0,dn15,5,pkg20,8.0,14.0,22,1000.0,20,10,8,10
15,8,dn7,3,pkg10,5.0,15.0,21,1000.0,30,19,6,11
15,9,dn9,3,pkg25,12.0,20.0,31,1000.0,51,30,11,21
15,10,dn3,1,pkg18,7.0,12.0,19,1000.0,40,25,7,15
15,11,dn2,1,pkg22,10.0,16.0,22,1000.0,37,24,6,13
15,13,dn14,5,pkg28,18.0,25.0,30,1000.0,29,21,5,8
15,15,dn13,5,pkg26,20.0,26.0,35,1000.0,27,21,9,6
15,21,dn15,5,pkg34,30.0,39.0,44,1000.0,36.0,30.0,5,6.0
15,22,dn1,1,pkg31,23.0,28.0,33,1000.0,38,30,5,8
15,27,dn13,5,pkg35,34.0,43.0,51,1000.0,47,37,8,10
15,28,dn8,3,pkg36,36.0,41.0,48,1000.0,40.0,36.0,7,4.0
15,28,dn12,4,pkg33,28.0,34.0,40,1000.0,58,43,6,15
15,29,dn14,5,pkg37,36.0,44.0,54,1000.0,55,42,10,13
15,34,dn4,2,pkg38,43.0,50.0,57,1000.0,74,54,7,20
15,35,dn5,2,pkg39,42.0,49.0,60,1000.0,51,43,11,8
15,40,dn1,1,pkg42,47.0,53.0,60,1000.0,53.0,47.0,7,6.0
15,40,dn6,2,pkg40,45.0,53.0,60,1000.0,70,55,7,15
15,41,dn2,1,pkg43,51.0,60.0,68,1000.0,59.0,51.0,8,8.0
15,43,dn3,1,pkg44,50.0,60.0,65,1000.0,77,60,5,17
15,44,dn15,5,pkg45,51.0,57.0,66,1000.0,53.0,51.0,9,2.0
15,45,dn10,4,pkg46,50.0,56.0,65,1000.0,67,56,9,11
15,51,dn5,2,pkg41,45.0,55.0,65,1000.0,83,67,10,16
15,51,dn7,3,pkg47,60.0,66.0,72,1000.0,66.0,60.0,6,6.0
15,52,dn8,3,pkg48,58.0,66.0,70,1000.0,63.0,58.0,4,5.0
15,53,dn9,3,pkg49,62.0,69.0,74,1000.0,66.0,62.0,5,4.0
15,54,dn1,1,pkg50,64.0,70.0,80,1000.0,67.0,64.0,10,3.0
15,57,dn11,4,pkg52,67.0,73.0,80,1000.0,77,67,7,10
15,60,dn2,1,pkg53,68.0,77.0,82,1000.0,72.0,68.0,5,4.0
15,63,dn8,3,pkg51,65.0,74.0,82,1000.0,101,82,8,19
15,66,dn7,3,pkg54,73.0,79.0,87,1000.0,88,77,8,11
15,66,dn12,4,pkg55,74.0,81.0,87,1000.0,82,74,6,8
15,73,dn1,1,pkg56,78.0,83.0,92,1000.0,91,82,9,9
15,74,dn2,1,pkg57,79.0,89.0,94,1000.0,100,87,5,13
15,75,dn4,2,pkg58,83.0,89.0,99,1000.0,87.0,83.0,10,4.0
15,79,dn6,2,pkg59,89.0,99.0,103,1000.0,111,95,4,16
15,81,dn3,1,pkg60,87.0,93.0,97,1000.0,105,93,4,12
15,85,dn5,2,pkg61,93.0,98.0,106,1000.0,121,103,8,18
15,87,dn4,2,pkg62,96.0,101.0,106,1000.0,133,110,5,23
15,89,dn10,4,pkg63,96.0,104.0,112,1000.0,111,100,8,11
15,92,dn11,4,pkg64,97.0,102.0,112,1000.0,110,101,10,9
15,98,dn7,3,pkg65,108.0,117.0,121,1000.0,114.0,108.0,4,6.0
16,0,dn1,1,pkg18,5.0,10.0,15,1000.0,16,8,5,8
16,0,dn2,1,pkg3,8.0,14.0,18,1000.0,32,16,4,16
16,0,dn3,1,pkg9,10.0,15.0,18,1000.0,19.0,10.0,3,9.0
16,0,dn4,2,pkg6,6.0,11.0,16,1000.0,38,19,5,19
16,0,dn5,2,pkg22,7.0,12.0,16,1000.0,44,22,4,22
16,0,dn6,2,pkg13,7.0,15.0,19,1000.0,14,7,4,7
16,0,dn7,3,pkg10,6.0,11.0,13,1000.0,20,10,2,10
16,0,dn8,3,pkg4,8.0,13.0,18,1000.0,11.0,8.0,5,3.0
16,0,dn9,3,pkg20,5.0,13.0,18,1000.0,9.0,5.0,5,4.0
16,0,dn10,4,pkg12,10.0,15.0,20,1000.0,20,10,5,10
16,0,dn11,4,pkg1,8.0,15.0,23,1000.0,14.0,8.0,8,6.0
16,0,dn12,4,pkg16,9.0,15.0,23,1000.0,16.0,9.0,8,7.0
16,0,dn13,5,pkg8,5.0,14.0,22,1000.0,18,9,8,9
16,0,dn14,5,pkg19,10.0,18.0,23,1000.0,13.0,10.0,5,3.0
16,0,dn15,5,pkg21,10.0,19.0,23,1000.0,14.0,10.0,4,4.0
16,9,dn9,3,pkg11,6.0,14.0,20,1000.0,43,26,6,17
16,11,dn8,3,pkg5,7.0,12.0,21,1000.0,47,29,9,18
16,13,dn14,5,pkg26,11.0,17.0,22,1000.0,25,19,5,6
16,14,dn6,2,pkg2,10.0,19.0,23,1000.0,36,25,4,11
16,14,dn11,4,pkg23,12.0,20.0,28,1000.0,66,40,8,26
16,14,dn15,5,pkg25,11.0,19.0,24,1000.0,26,20,5,6
16,16,dn1,1,pkg14,9.0,19.0,24,1000.0,24,20,5,4
16,16,dn12,4,pkg28,15.0,21.0,28,1000.0,42,29,7,13
16,18,dn13,5,pkg24,13.0,20.0,27,1000.0,22,20,7,2
16,19,dn3,1,pkg31,24.0,32.0,42,1000.0,28.0,24.0,10,4.0
16,20,dn7,3,pkg32,29.0,35.0,43,1000.0,64,42,8,22
16,20,dn10,4,pkg29,17.0,26.0,31,1000.0,66,43,5,23
16,30,dn1,1,pkg36,40.0,48.0,58,1000.0,78,54,10,24
16,33,dn2,1,pkg38,39.0,44.0,50,1000.0,47,40,6,7
16,36,dn3,1,pkg40,43.0,48.0,55,1000.0,86,61,7,25
16,36,dn6,2,pkg35,32.0,40.0,45,1000.0,56,46,5,10
16,37,dn13,5,pkg41,42.0,47.0,53,1000.0,49,43,6,6
16,38,dn4,2,pkg33,31.0,40.0,49,1000.0,64,51,9,13
16,41,dn14,5,pkg44,47.0,56.0,58,1000.0,50.0,47.0,2,3.0
16,42,dn12,4,pkg37,38.0,46.0,52,1000.0,104,73,6,31
16,43,dn9,3,pkg43,50.0,56.0,63,1000.0,77,60,7,17
16,43,dn15,5,pkg45,53.0,59.0,62,1000.0,56.0,53.0,3,3.0
16,44,dn5,2,pkg39,43.0,49.0,52,1000.0,68,56,3,12
16,47,dn8,3,pkg42,48.0,56.0,66,1000.0,97,72,10,25
16,48,dn2,1,pkg46,55.0,64.0,66,1000.0,76,62,2,14
16,49,dn13,5,pkg47,57.0,63.0,71,1000.0,65,57,8,8
16,51,dn14,5,pkg49,60.0,68.0,78,1000.0,67.0,60.0,10,7.0
16,56,dn6,2,pkg48,58.0,65.0,70,1000.0,92,74,5,18
16,56,dn15,5,pkg50,58.0,66.0,72,1000.0,66,61,6,5
16,64,dn4,2,pkg51,59.0,69.0,79,1000.0,92,78,10,14
16,64,dn7,3,pkg54,65.0,70.0,77,1000.0,78,71,7,7
16,65,dn13,5,pkg52,61.0,66.0,75,1000.0,79,72,9,7
16,66,dn10,4,pkg55,64.0,71.0,78,1000.0,100,83,7,17
16,66,dn11,4,pkg53,63.0,73.0,84,1000.0,78,72,11,6
16,66,dn15,5,pkg59,69.0,76.0,81,1000.0,82,74,5,8
16,68,dn5,2,pkg57,67.0,74.0,82,1000.0,106,87,8,19
16,71,dn14,5,pkg65,77.0,84.0,91,1000.0,81.0,77.0,7,4.0
16,76,dn2,1,pkg60,73.0,78.0,84,1000.0,100,88,6,12
16,77,dn9,3,pkg62,74.0,81.0,88,1000.0,103,90,7,13
16,78,dn1,1,pkg68,84.0,89.0,91,1000.0,100,89,2,11
16,78,dn7,3,pkg58,72.0,81.0,90,1000.0,118,98,9,20
16,78,dn11,4,pkg63,78.0,87.0,91,1000.0,122,100,4,22
16,79,dn13,5,pkg67,78.0,86.0,93,1000.0,91,85,7,6
16,81,dn14,5,pkg69,87.0,92.0,100,1000.0,105,93,8,12
16,82,dn15,5,pkg70,84.0,94.0,100,1000.0,92,87,6,5
16,86,dn3,1,pkg72,85.0,90.0,91,1000.0,114,100,1,14
16,91,dn13,5,pkg73,88.0,98.0,109,1000.0,123,107,11,16
16,92,dn4,2,pkg77,91.0,96.0,104,1000.0,134,113,8,21
16,92,dn6,2,pkg74,88.0,94.0,105,1000.0,132,112,11,20
16,92,dn15,5,pkg79,98.0,104.0,113,1000.0,114,103,9,11
16,97,dn8,3,pkg71,88.0,98.0,103,1000.0,127,112,5,15
17,0,dn1,1,pkg4,7.0,12.0,18,1000.0,20,10,6,10
17,0,dn2,1,pkg14,5.0,11.0,20,1000.0,12,6,9,6
17,0,dn3,1,pkg5,9.0,17.0,21,1000.0,18,9,4,9
17,0,dn4,2,pkg21,5.0,15.0,17,1000.0,20,10,2,10
17,0,dn5,2,pkg3,6.0,11.0,19,1000.0,38,19,8,19
17,0,dn6,2,pkg11,6.0,13.0,20,1000.0,18,9,7,9
17,0,dn7,3,pkg6,5.0,15.0,18,1000.0,10,5,3,5
17,0,dn8,3,pkg22,5.0,14.0,18,1000.0,20,10,4,10
17,0,dn9,3,pkg13,8.0,16.0,19,1000.0,10.0,8.0,3,2.0
17,0,dn10,4,pkg15,6.0,14.0,17,1000.0,46,23,3,23
17,0,dn11,4,pkg12,5.0,15.0,21,1000.0,38,19,6,19
17,0,dn12,4,pkg7,10.0,20.0,26,1000.0,38,19,6,19
17,0,dn13,5,pkg19,7.0,13.0,17,1000.0,14,7,4,7
17,0,dn14,5,pkg17,5.0,15.0,19,1000.0,12,6,4,6
17,0,dn15,5,pkg1,9.0,18.0,20,1000.0,10.0,9.0,2,1.0
17,10,dn7,3,pkg9,7.0,17.0,21,1000.0,16,13,4,3
17,10,dn9,3,pkg2,7.0,17.0,25,1000.0,16,13,8,3
17,10,dn15,5,pkg8,6.0,16.0,22,1000.0,16,13,6,3
17,12,dn2,1,pkg24,12.0,21.0,25,1000.0,26,19,4,7
17,12,dn14,5,pkg16,10.0,16.0,24,1000.0,32,22,8,10
17,14,dn13,5,pkg26,15.0,20.0,24,1000.0,26,20,4,6
17,16,dn7,3,pkg10,8.0,18.0,26,1000.0,34,25,8,9
17,16,dn9,3,pkg18,8.0,18.0,26,1000.0,30,23,8,7
17,18,dn3,1,pkg27,19.0,25.0,36,1000.0,46,32,11,14
17,18,dn6,2,pkg25,13.0,19.0,21,1000.0,60,39,2,21
17,18,dn15,5,pkg29,25.0,34.0,39,1000.0,29.0,25.0,5,4.0
17,20,dn1,1,pkg31,28.0,34.0,41,1000.0,32.0,28.0,7,4.0
17,20,dn4,2,pkg28,25.0,30.0,38,1000.0,48,34,8,14
17,25,dn8,3,pkg33,30.0,38.0,47,1000.0,47,36,9,11
17,26,dn2,1,pkg32,31.0,38.0,41,1000.0,58,42,3,16
17,32,dn1,1,pkg30,28.0,38.0,46,1000.0,76,54,8,22
17,33,dn9,3,pkg34,43.0,48.0,55,1000.0,52.0,43.0,7,9.0
17,35,dn7,3,pkg35,41.0,47.0,52,1000.0,63,49,5,14
17,38,dn5,2,pkg36,41.0,47.0,57,1000.0,54,46,10,8
17,40,dn11,4,pkg37,46.0,55.0,64,1000.0,64,52,9,12
17,41,dn12,4,pkg38,47.0,53.0,64,1000.0,59,50,11,9
17,45,dn13,5,pkg40,55.0,61.0,69,1000.0,69,57,8,12
17,46,dn10,4,pkg39,51.0,61.0,67,1000.0,78,62,6,16
17,46,dn14,5,pkg41,51.0,61.0,66,1000.0,56,51,5,5
17,47,dn3,1,pkg42,54.0,59.0,63,1000.0,61,54,4,7
17,51,dn4,2,pkg43,56.0,63.0,65,1000.0,87,69,2,18
17,55,dn15,5,pkg44,62.0,69.0,77,1000.0,79,67,8,12
17,56,dn5,2,pkg45,65.0,75.0,86,1000.0,69.0,65.0,11,4.0
17,58,dn8,3,pkg46,65.0,75.0,78,1000.0,74,66,3,8
17,61,dn2,1,pkg47,69.0,74.0,77,1000.0,79,70,3,9
17,64,dn3,1,pkg48,70.0,79.0,84,1000.0,78,71,5,7
17,65,dn6,2,pkg49,72.0,79.0,89,1000.0,78.0,72.0,10,6.0
17,66,dn7,3,pkg50,71.0,80.0,87,1000.0,73.0,71.0,7,2.0
17,67,dn9,3,pkg51,74.0,83.0,85,1000.0,80.0,74.0,2,6.0
17,68,dn11,4,pkg52,73.0,80.0,91,1000.0,86,77,11,9
17,72,dn5,2,pkg53,80.0,86.0,97,1000.0,94,83,11,11
17,73,dn7,3,pkg54,78.0,88.0,95,1000.0,82.0,78.0,7,4.0
17,76,dn1,1,pkg55,82.0,89.0,98,1000.0,85.0,82.0,9,3.0
17,78,dn3,1,pkg56,84.0,89.0,93,1000.0,94,86,4,8
17,80,dn8,3,pkg57,90.0,95.0,102,1000.0,100,90,7,10
17,86,dn7,3,pkg58,91.0,99.0,102,1000.0,102,94,3,8
17,87,dn1,1,pkg59,97.0,103.0,105,1000.0,101.0,97.0,2,4.0
17,92,dn4,2,pkg60,102.0,111.0,119,1000.0,111.0,102.0,8,9.0
17,93,dn2,1,pkg61,100.0,106.0,113,1000.0,105.0,100.0,7,5.0
17,94,dn3,1,pkg62,101.0,109.0,113,1000.0,114,104,4,10
17,96,dn5,2,pkg63,106.0,113.0,120,1000.0,146,121,7,25
17,98,dn6,2,pkg64,107.0,115.0,126,1000.0,118,108,11,10
17,99,dn9,3,pkg65,108.0,117.0,118,1000.0,113.0,108.0,1,5.0
18,0,dn1,1,pkg14,6.0,15.0,18,1000.0,36,18,3,18
18,0,dn2,1,pkg6,5.0,10.0,21,1000.0,20,10,11,10
18,0,dn3,1,pkg9,7.0,12.0,21,1000.0,11.0,7.0,9,4.0
18,0,dn4,2,pkg10,7.0,12.0,16,1000.0,12.0,7.0,4,5.0
18,0,dn5,2,pkg16,7.0,14.0,16,1000.0,24,12,2,12
18,0,dn6,2,pkg5,5.0,13.0,17,1000.0,40,20,4,20
18,0,dn7,3,pkg20,7.0,12.0,16,1000.0,22,11,4,11
18,0,dn8,3,pkg1,6.0,15.0,17,1000.0,8.0,6.0,2,2.0
18,0,dn9,3,pkg11,6.0,15.0,18,1000.0,10.0,6.0,3,4.0
18,0,dn10,4,pkg13,6.0,13.0,18,1000.0,28,14,5,14
18,0,dn11,4,pkg19,6.0,16.0,21,1000.0,44,22,5,22
18,0,dn12,4,pkg2,5.0,15.0,22,1000.0,30,15,7,15
18,0,dn13,5,pkg4,6.0,14.0,16,1000.0,8.0,6.0,2,2.0
18,0,dn14,5,pkg22,8.0,18.0,24,1000.0,13.0,8.0,6,5.0
18,0,dn15,5,pkg18,9.0,18.0,25,1000.0,17.0,9.0,7,8.0
18,8,dn8,3,pkg8,8.0,18.0,20,1000.0,24,16,2,8
18,8,dn13,5,pkg24,15.0,23.0,25,1000.0,16.0,15.0,2,1.0
18,10,dn9,3,pkg17,9.0,14.0,20,1000.0,30,20,6,10
18,11,dn3,1,pkg23,7.0,14.0,21,1000.0,47,29,7,18
18,12,dn4,2,pkg21,5.0,14.0,18,1000.0,46,29,4,17
18,13,dn14,5,pkg25,16.0,22.0,25,1000.0,23,18,3,5
18,16,dn13,5,pkg7,10.0,18.0,29,1000.0,34,25,11,9
18,17,dn15,5,pkg15,9.0,19.0,30,1000.0,31,24,11,7
18,20,dn2,1,pkg28,17.0,23.0,27,1000.0,50,35,4,15
18,22,dn7,3,pkg30,25.0,32.0,43,1000.0,58,40,11,18
18,24,dn5,2,pkg29,24.0,29.0,38,1000.0,56,40,9,16
18,27,dn8,3,pkg33,35.0,41.0,46,1000.0,40.0,35.0,5,5.0
18,28,dn10,4,pkg32,28.0,33.0,38,1000.0,52,40,5,12
18,30,dn9,3,pkg35,35.0,43.0,53,1000.0,52,41,10,11
18,30,dn12,4,pkg31,28.0,36.0,41,1000.0,70,50,5,20
18,34,dn13,5,pkg37,44.0,50.0,55,1000.0,52.0,44.0,5,8.0
18,36,dn1,1,pkg34,35.0,45.0,50,1000.0,74,55,5,19
18,37,dn14,5,pkg39,46.0,56.0,63,1000.0,54.0,46.0,7,8.0
18,40,dn6,2,pkg41,47.0,52.0,61,1000.0,84,62,9,22
18,41,dn8,3,pkg42,48.0,58.0,67,1000.0,79,60,9,19
18,44,dn11,4,pkg36,40.0,46.0,56,1000.0,72,58,10,14
18,44,dn15,5,pkg44,49.0,54.0,57,1000.0,52.0,49.0,3,3.0
18,46,dn4,2,pkg43,48.0,57.0,60,1000.0,82,64,3,18
18,47,dn3,1,pkg38,43.0,52.0,58,1000.0,85,66,6,19
18,50,dn2,1,pkg40,48.0,56.0,66,1000.0,88,69,10,19
18,52,dn9,3,pkg46,55.0,61.0,70,1000.0,66,59,9,7
18,52,dn10,4,pkg45,50.0,56.0,60,1000.0,74,63,4,11
18,52,dn13,5,pkg48,59.0,64.0,69,1000.0,65.0,59.0,5,6.0
18,56,dn5,2,pkg47,59.0,65.0,74,1000.0,84,70,9,14
18,56,dn14,5,pkg50,62.0,71.0,77,1000.0,70,63,6,7
18,62,dn15,5,pkg54,68.0,73.0,82,1000.0,74,68,9,6
18,69,dn7,3,pkg56,75.0,85.0,95,1000.0,105,87,10,18
18,70,dn12,4,pkg52,65.0,75.0,79,1000.0,110,90,4,20
18,72,dn11,4,pkg53,70.0,76.0,80,1000.0,116,94,4,22
18,72,dn13,5,pkg58,77.0,84.0,90,1000.0,84,78,6,6
18,74,dn1,1,pkg55,73.0,79.0,90,1000.0,112,93,11,19
18,74,dn10,4,pkg57,77.0,82.0,87,1000.0,116,95,5,21
18,78,dn9,3,pkg60,84.0,94.0,103,1000.0,92,85,9,7
18,79,dn14,5,pkg61,87.0,93.0,100,1000.0,92.0,87.0,7,5.0
18,80,dn15,5,pkg62,88.0,96.0,105,1000.0,102,91,9,11
18,83,dn4,2,pkg65,90.0,95.0,103,1000.0,97,90,8,7
18,84,dn5,2,pkg66,91.0,96.0,103,1000.0,126,105,7,21
18,84,dn13,5,pkg63,88.0,95.0,102,1000.0,96,90,7,6
18,85,dn3,1,pkg59,82.0,87.0,92,1000.0,101,93,5,8
18,88,dn2,1,pkg64,87.0,97.0,106,1000.0,130,109,9,21
18,88,dn6,2,pkg68,96.0,106.0,114,1000.0,108,98,8,10
18,92,dn14,5,pkg67,97.0,106.0,113,1000.0,112,102,7,10
18,96,dn13,5,pkg71,104.0,110.0,117,1000.0,111.0,104.0,7,7.0
18,98,dn4,2,pkg73,107.0,114.0,123,1000.0,142,120,9,22
19,0,dn1,1,pkg20,6.0,12.0,14,1000.0,18,9,2,9
19,0,dn2,1,pkg11,6.0,14.0,17,1000.0,22,11,3,11
19,0,dn3,1,pkg10,7.0,14.0,21,1000.0,16,8,7,8
19,0,dn4,2,pkg18,6.0,14.0,16,1000.0,36,18,2,18
19,0,dn5,2,pkg12,9.0,14.0,17,1000.0,34,17,3,17
19,0,dn6,2,pkg16,9.0,14.0,20,1000.0,18,9,6,9
19,0,dn7,3,pkg7,10.0,17.0,19,1000.0,30,15,2,15
19,0,dn8,3,pkg9,7.0,13.0,19,1000.0,9.0,7.0,6,2.0
19,0,dn9,3,pkg22,7.0,14.0,21,1000.0,14,7,7,7
19,0,dn10,4,pkg14,7.0,14.0,18,1000.0,16,8,4,8
19,0,dn11,4,pkg17,7.0,17.0,24,1000.0,32,16,7,16
19,0,dn12,4,pkg8,10.0,17.0,26,1000.0,24,12,9,12
19,0,dn13,5,pkg4,6.0,16.0,21,1000.0,8.0,6.0,5,2.0
19,0,dn14,5,pkg5,7.0,15.0,23,1000.0,24,12,8,12
19,0,dn15,5,pkg2,10.0,19.0,28,1000.0,15.0,10.0,9,5.0
19,8,dn13,5,pkg24,10.0,18.0,22,1000.0,20,14,4,6
19,9,dn8,3,pkg23,7.0,17.0,20,1000.0,31,20,3,11
19,14,dn9,3,pkg19,6.0,16.0,23,1000.0,40,27,7,13
19,15,dn15,5,pkg3,9.0,19.0,28,1000.0,29,22,9,7
19,16,dn3,1,pkg13,8.0,18.0,29,1000.0,36,26,11,10
19,16,dn10,4,pkg21,9.0,18.0,27,1000.0,36,26,9,10
19,18,dn1,1,pkg28,19.0,26.0,37,1000.0,42,30,11,12
19,18,dn6,2,pkg6,9.0,19.0,22,1000.0,44,31,3,13
19,20,dn13,5,pkg25,11.0,21.0,30,1000.0,48,34,9,14
19,22,dn2,1,pkg31,21.0,31.0,37,1000.0,40,31,6,9
19,24,dn12,4,pkg32,23.0,31.0,36,1000.0,62,43,5,19
19,24,dn14,5,pkg30,22.0,28.0,35,1000.0,38,31,7,7
19,29,dn15,5,pkg35,27.0,32.0,42,1000.0,43,36,10,7
19,30,dn7,3,pkg34,27.0,33.0,38,1000.0,52,41,5,11
19,32,dn11,4,pkg36,32.0,40.0,43,1000.0,62,47,3,15
19,33,dn8,3,pkg39,40.0,47.0,52,1000.0,46.0,40.0,5,6.0
19,34,dn5,2,pkg33,28.0,37.0,39,1000.0,58,46,2,12
19,36,dn3,1,pkg38,39.0,49.0,55,1000.0,60,48,6,12
19,36,dn4,2,pkg37,33.0,39.0,45,1000.0,62,49,6,13
19,36,dn10,4,pkg40,46.0,52.0,59,1000.0,70,53,7,17
19,40,dn2,1,pkg41,46.0,53.0,58,1000.0,62,51,5,11
19,42,dn9,3,pkg42,49.0,56.0,60,1000.0,58,50,4,8
19,46,dn6,2,pkg43,53.0,58.0,68,1000.0,74,60,10,14
19,48,dn1,1,pkg44,56.0,65.0,73,1000.0,61.0,56.0,8,5.0
19,55,dn13,5,pkg47,63.0,68.0,74,1000.0,73,64,6,9
19,58,dn5,2,pkg46,61.0,71.0,77,1000.0,84,71,6,13
19,60,dn3,1,pkg45,58.0,64.0,70,1000.0,76,68,6,8
19,61,dn1,1,pkg48,63.0,71.0,76,1000.0,101,81,5,20
19,62,dn2,1,pkg51,65.0,73.0,79,1000.0,86,74,6,12
19,62,dn4,2,pkg50,68.0,78.0,82,1000.0,104,83,4,21
19,62,dn11,4,pkg49,67.0,74.0,78,1000.0,96,79,4,17
19,62,dn14,5,pkg52,71.0,77.0,86,1000.0,80,71,9,9
19,63,dn7,3,pkg53,69.0,77.0,83,1000.0,85,74,6,11
19,64,dn8,3,pkg54,73.0,78.0,84,1000.0,86,75,6,11
19,69,dn9,3,pkg55,77.0,86.0,97,1000.0,80.0,77.0,11,3.0
19,70,dn10,4,pkg56,80.0,90.0,94,1000.0,112,91,4,21
19,72,dn15,5,pkg57,79.0,84.0,87,1000.0,80.0,79.0,3,1.0
19,73,dn12,4,pkg58,82.0,87.0,93,1000.0,97,85,6,12
19,76,dn3,1,pkg59,80.0,89.0,94,1000.0,92,84,5,8
19,78,dn13,5,pkg61,88.0,97.0,107,1000.0,102,90,10,12
19,80,dn14,5,pkg63,90.0,95.0,101,1000.0,98.0,90.0,6,8.0
19,82,dn9,3,pkg65,89.0,94.0,104,1000.0,92.0,89.0,10,3.0
19,83,dn15,5,pkg66,90.0,97.0,101,1000.0,95.0,90.0,4,5.0
19,86,dn2,1,pkg60,86.0,93.0,99,1000.0,114,100,6,14
19,87,dn7,3,pkg67,94.0,103.0,107,1000.0,117,102,4,15
19,88,dn5,2,pkg68,98.0,105.0,109,1000.0,132,110,4,22
19,91,dn8,3,pkg69,98.0,106.0,111,1000.0,102.0,98.0,5,4.0
19,92,dn3,1,pkg62,86.0,93.0,99,1000.0,102,97,6,5
19,92,dn9,3,pkg70,102.0,111.0,115,1000.0,105.0,102.0,4,3.0
19,94,dn6,2,pkg71,102.0,111.0,122,1000.0,142,118,11,24
19,96,dn11,4,pkg72,101.0,111.0,121,1000.0,110,103,10,7
19,97,dn15,5,pkg73,103.0,112.0,118,1000.0,111,104,6,7
20,0,dn1,1,pkg22,6.0,11.0,15,1000.0,16,8,4,8
20,0,dn2,1,pkg7,5.0,13.0,18,1000.0,18,9,5,9
20,0,dn3,1,pkg16,8.0,13.0,19,1000.0,18,9,6,9
20,0,dn4,2,pkg13,6.0,11.0,17,1000.0,24,12,6,12
20,0,dn5,2,pkg14,10.0,18.0,19,1000.0,28,14,1,14
20,0,dn6,2,pkg6,10.0,15.0,20,1000.0,30,15,4,15
20,0,dn7,3,pkg10,6.0,12.0,15,1000.0,16,8,3,8
20,0,dn8,3,pkg17,7.0,13.0,19,1000.0,18,9,6,9
20,0,dn9,3,pkg21,6.0,11.0,21,1000.0,56,28,10,28
20,0,dn10,4,pkg20,6.0,12.0,14,1000.0,22,11,2,11
20,0,dn11,4,pkg1,7.0,14.0,15,1000.0,26,13,1,13
20,0,dn12,4,pkg5,8.0,18.0,23,1000.0,28,14,5,14
20,0,dn13,5,pkg2,7.0,15.0,18,1000.0,10.0,7.0,3,3.0
20,0,dn14,5,pkg9,10.0,16.0,19,1000.0,13.0,10.0,3,3.0
20,0,dn15,5,pkg15,6.0,16.0,19,1000.0,9.0,6.0,3,3.0
20,9,dn15,5,pkg24,11.0,18.0,22,1000.0,17,13,4,4
20,10,dn13,5,pkg23,12.0,17.0,23,1000.0,26,18,6,8
20,13,dn14,5,pkg4,7.0,17.0,25,1000.0,21,17,8,4
20,16,dn1,1,pkg11,8.0,17.0,21,1000.0,58,37,4,21
20,16,dn7,3,pkg3,8.0,17.0,25,1000.0,38,27,8,11
20,17,dn15,5,pkg26,16.0,24.0,34,1000.0,33,25,10,8
20,18,dn2,1,pkg25,11.0,19.0,28,1000.0,68,43,9,25
20,18,dn3,1,pkg28,23.0,30.0,38,1000.0,42,30,8,12
20,18,dn8,3,pkg27,19.0,24.0,35,1000.0,42,30,11,12
