trial,timestep,drone_id,pkg_id,actual_delivery_time,on_time,deadline,depot_lat,depot_lon,delivery_lat,delivery_lon
,6.0,dn3,pkg15,6,True,14.0,37.774524,-122.473656,37.77066773883538,-122.4806661453203
,7.0,dn14,pkg22,7,True,14.0,37.739611,-122.492203,37.7590581275303,-122.47855447898434
,9.0,dn7,pkg16,9,True,12.0,37.718779,-122.462401,37.73551583360454,-122.44667863265353
,9.0,dn15,pkg1,9,True,12.0,37.739611,-122.492203,37.78035019981498,-122.50522679597314
,10.0,dn9,pkg13,10.0,True,17.0,37.718779,-122.462401,37.71500648830532,-122.45630204043033
,10.0,dn11,pkg10,10,True,13.0,37.78929,-122.426797,37.76715324233278,-122.43440054714158
,10.0,dn13,pkg4,10.0,True,15.0,37.739611,-122.492203,37.740527731785996,-122.50503533241124
,13.0,dn5,pkg14,13,True,14.0,37.751751,-122.410654,37.763616110520715,-122.40434605972395
,13.0,dn6,pkg6,13,True,14.0,37.751751,-122.410654,37.755413195672894,-122.43694902084357
,14.0,dn1,pkg20,14,False,10.0,37.774524,-122.473656,37.7831032594539,-122.45895379903848
,14.0,dn12,pkg19,14,True,16.0,37.78929,-122.426797,37.76374211908317,-122.42491491510806
,15.0,dn8,pkg18,15,True,20.0,37.718779,-122.462401,37.718307510975094,-122.45410540475989
,16.0,dn2,pkg7,16,False,14.0,37.774524,-122.473656,37.774462188138926,-122.47554056463446
,20.0,dn4,pkg12,20,False,14.0,37.751751,-122.410654,37.740951566371805,-122.40740189904542
,20.0,dn10,pkg8,20,False,15.0,37.78929,-122.426797,37.77724304960542,-122.43367495196468
,21.0,dn14,pkg3,21,False,17.0,37.739611,-122.492203,37.773295219218646,-122.49499110165148
,23.0,dn15,pkg28,23.0,True,33.0,37.739611,-122.492203,37.74187098428417,-122.48780419717713
,24.0,dn13,pkg2,24,False,15.0,37.739611,-122.492203,37.757102418465045,-122.45115056279039
,24.0,dn9,pkg25,24,True,28.0,37.718779,-122.462401,37.71172848879436,-122.50043372731824
,25.0,dn3,pkg11,25,False,17.0,37.774524,-122.473656,37.770987080737385,-122.46296715119718
,28.0,dn11,pkg26,28,False,27.0,37.78929,-122.426797,37.79068515721115,-122.44254171414656
,29.0,dn7,pkg9,29,False,19.0,37.718779,-122.462401,37.71024222804538,-122.43058773910184
,31.0,dn8,pkg30,31,True,39.0,37.718779,-122.462401,37.726348792610544,-122.42104976824587
,33.0,dn14,pkg34,33.0,True,41.0,37.739611,-122.492203,37.709770877654464,-122.47370052776571
,34.0,dn6,pkg33,34,True,41.0,37.751751,-122.410654,37.75214565624029,-122.45292405104381
,35.0,dn15,pkg31,35,True,37.0,37.739611,-122.492203,37.712646013701196,-122.50224434679726
,37.0,dn12,pkg32,37,True,42.0,37.78929,-122.426797,37.76187309135194,-122.46625604952048
,38.0,dn2,pkg37,38.0,True,48.0,37.774524,-122.473656,37.750726538137464,-122.48751713061321
,42.0,dn13,pkg38,42,True,46.0,37.739611,-122.492203,37.745958836118106,-122.43695003984485
,46.0,dn14,pkg39,46.0,True,54.0,37.739611,-122.492203,37.75285784580391,-122.47750310943205
,48.0,dn3,pkg40,48,True,53.0,37.774524,-122.473656,37.77963637203807,-122.4409442305605
,49.0,dn1,pkg29,49,False,34.0,37.774524,-122.473656,37.795154055102095,-122.49780844938341
,49.0,dn9,pkg36,49,False,45.0,37.718779,-122.462401,37.711120951209864,-122.40996635760567
,52.0,dn7,pkg42,52,True,55.0,37.718779,-122.462401,37.71966045440399,-122.47750254678141
,53.0,dn2,pkg43,53.0,True,60.0,37.774524,-122.473656,37.75498755313886,-122.47761429322286
,53.0,dn6,pkg44,53.0,True,59.0,37.751751,-122.410654,37.768225613441395,-122.45215718698628
,53.0,dn8,pkg45,53,True,61.0,37.718779,-122.462401,37.763050992941984,-122.46955496328076
,54.0,dn4,pkg41,54,True,61.0,37.751751,-122.410654,37.72656102863323,-122.39755787023506
,56.0,dn13,pkg47,56.0,True,63.0,37.739611,-122.492203,37.714518690255375,-122.50469148772622
,57.0,dn5,pkg27,57,False,32.0,37.751751,-122.410654,37.78783300604447,-122.41615373586544
,62.0,dn14,pkg48,62.0,True,71.0,37.739611,-122.492203,37.74375259551528,-122.4926635125474
,63.0,dn11,pkg35,63,False,48.0,37.78929,-122.426797,37.763732646516544,-122.40565846028082
,65.0,dn10,pkg50,65,True,71.0,37.78929,-122.426797,37.79597635579322,-122.4655805909858
,66.0,dn15,pkg54,66,True,73.0,37.739611,-122.492203,37.71623105685857,-122.50207666911298
,68.0,dn13,pkg55,68.0,True,78.0,37.739611,-122.492203,37.70840272137871,-122.48213330834005
,72.0,dn2,pkg56,72,True,76.0,37.774524,-122.473656,37.76493725018026,-122.45762263912958
,73.0,dn12,pkg52,73,False,72.0,37.78929,-122.426797,37.794415555996075,-122.46726519276339
,74.0,dn7,pkg53,74,False,71.0,37.718779,-122.462401,37.71648778884209,-122.43233725136253
,75.0,dn8,pkg51,75,False,69.0,37.718779,-122.462401,37.70846373093825,-122.42612258735613
,75.0,dn4,pkg49,75,False,71.0,37.751751,-122.410654,37.72698023400063,-122.40529708758967
,76.0,dn1,pkg58,76,True,85.0,37.774524,-122.473656,37.74642750557756,-122.432239974545
,79.0,dn3,pkg57,79.0,True,84.0,37.774524,-122.473656,37.73202086781107,-122.46274165625933
,83.0,dn9,pkg62,83.0,True,89.0,37.718779,-122.462401,37.71544691742753,-122.44514290964328
,86.0,dn13,pkg63,86.0,True,94.0,37.739611,-122.492203,37.76246649426822,-122.48869047483814
,87.0,dn6,pkg46,87,False,62.0,37.751751,-122.410654,37.7121713564173,-122.39697636110762
,93.0,dn10,pkg60,93,False,86.0,37.78929,-122.426797,37.77612330208864,-122.42803083149242
,95.0,dn7,pkg68,95.0,True,104.0,37.718779,-122.462401,37.72677299153601,-122.46481121002002
,96.0,dn14,pkg67,96,True,100.0,37.739611,-122.492203,37.71201698248473,-122.49684641164396
,6.0,dn7,pkg1,6.0,True,13.0,37.718779,-122.462401,37.720505037648664,-122.47741560856636
,7.0,dn9,pkg19,7,True,14.0,37.718779,-122.462401,37.72982497101099,-122.43917456222121
,7.0,dn13,pkg8,7.0,True,15.0,37.739611,-122.492203,37.74062672350956,-122.48618986432028
,7.0,dn15,pkg6,7,True,14.0,37.739611,-122.492203,37.775183412187445,-122.50416678734021
,8.0,dn2,pkg21,8,True,12.0,37.774524,-122.473656,37.784122489752036,-122.4609951114605
,9.0,dn8,pkg17,9.0,True,16.0,37.718779,-122.462401,37.73015186852749,-122.46810737675199
,10.0,dn10,pkg10,10.0,True,16.0,37.78929,-122.426797,37.78166270633174,-122.43426735723938
,10.0,dn14,pkg7,10.0,True,16.0,37.739611,-122.492203,37.73446649807212,-122.50366519766757
,11.0,dn3,pkg15,11,True,15.0,37.774524,-122.473656,37.77792718226209,-122.46756057417136
,12.0,dn1,pkg2,12,False,10.0,37.774524,-122.473656,37.76946028771623,-122.466861041488
,12.0,dn6,pkg5,12,True,16.0,37.751751,-122.410654,37.77438541890013,-122.39930632979338
,14.0,dn4,pkg11,14,False,10.0,37.751751,-122.410654,37.73658557090374,-122.41915255268901
,14.0,dn11,pkg12,14,True,16.0,37.78929,-122.426797,37.788113364931455,-122.40680444191086
,14.0,dn13,pkg13,14,True,19.0,37.739611,-122.492203,37.739763753724915,-122.47225434658466
,15.0,dn7,pkg14,15,True,18.0,37.718779,-122.462401,37.70986913256184,-122.4632791469563
,19.0,dn8,pkg16,19,False,18.0,37.718779,-122.462401,37.70982701682768,-122.47101511375755
,20.0,dn15,pkg24,20,False,18.0,37.739611,-122.492203,37.77013364566682,-122.49923386589298
,21.0,dn5,pkg9,21,False,15.0,37.751751,-122.410654,37.76546618952864,-122.41181996613788
,21.0,dn14,pkg4,21,False,15.0,37.739611,-122.492203,37.76572931396096,-122.45605492058041
,23.0,dn12,pkg18,23,False,17.0,37.78929,-122.426797,37.79467005014797,-122.41634397615847
,24.0,dn13,pkg28,24,True,27.0,37.739611,-122.492203,37.74890585352045,-122.4825889814031
,26.0,dn7,pkg27,26,True,28.0,37.718779,-122.462401,37.707281279470216,-122.43129876467995
,27.0,dn3,pkg29,27,True,32.0,37.774524,-122.473656,37.734190882373404,-122.4624260330165
,31.0,dn9,pkg3,31,False,16.0,37.718779,-122.462401,37.71719143688184,-122.41953993922898
,31.0,dn1,pkg33,31,True,38.0,37.774524,-122.473656,37.76768539681077,-122.45310908753198
,34.0,dn2,pkg26,34,False,24.0,37.774524,-122.473656,37.793972132471296,-122.45348521427859
,34.0,dn10,pkg32,34,True,40.0,37.78929,-122.426797,37.76380244406077,-122.44858538751942
,37.0,dn8,pkg31,37,True,41.0,37.718779,-122.462401,37.72058869504436,-122.42306261650289
,37.0,dn15,pkg34,37.0,True,45.0,37.739611,-122.492203,37.73209556590243,-122.48194166122677
,40.0,dn6,pkg30,40,False,33.0,37.751751,-122.410654,37.71719788346221,-122.41402546739727
,41.0,dn7,pkg38,41,True,47.0,37.718779,-122.462401,37.73787971678736,-122.45945927322023
,44.0,dn11,pkg36,44,True,46.0,37.78929,-122.426797,37.765684413696505,-122.41643177768142
,46.0,dn13,pkg42,46,True,52.0,37.739611,-122.492203,37.71113655519154,-122.48181221293112
,48.0,dn3,pkg37,48,False,43.0,37.774524,-122.473656,37.79674527286568,-122.4583190774268
,49.0,dn14,pkg44,49.0,True,55.0,37.739611,-122.492203,37.75031536681577,-122.48447854068799
,53.0,dn1,pkg39,53,False,49.0,37.774524,-122.473656,37.785780172279445,-122.46118798403865
,55.0,dn10,pkg43,55,False,53.0,37.78929,-122.426797,37.75880972273741,-122.4074361370225
,59.0,dn9,pkg46,59,True,63.0,37.718779,-122.462401,37.71332434471146,-122.46019680043028
,59.0,dn15,pkg47,59.0,True,64.0,37.739611,-122.492203,37.712393979607185,-122.49834404567524
,60.0,dn4,pkg35,60,False,42.0,37.751751,-122.410654,37.793429841209985,-122.40348885875939
,60.0,dn2,pkg48,60.0,True,65.0,37.774524,-122.473656,37.73409054894468,-122.49002901602451
,63.0,dn7,pkg49,63.0,True,69.0,37.718779,-122.462401,37.74219378925471,-122.49191222868869
,66.0,dn12,pkg51,66.0,True,76.0,37.78929,-122.426797,37.78225331081399,-122.470970443507
,67.0,dn8,pkg45,67,False,62.0,37.718779,-122.462401,37.71957905092702,-122.40907326556261
,67.0,dn6,pkg52,67,True,73.0,37.751751,-122.410654,37.746339462888294,-122.39863656422271
,69.0,dn5,pkg40,69,False,48.0,37.751751,-122.410654,37.75585400862325,-122.41259232262058
,72.0,dn3,pkg54,72.0,True,78.0,37.774524,-122.473656,37.74394307785627,-122.45076626274242
,74.0,dn10,pkg56,74.0,True,84.0,37.78929,-122.426797,37.768374648171886,-122.46937219696501
,75.0,dn7,pkg53,75,True,75.0,37.718779,-122.462401,37.743523175613504,-122.42937004375328
,75.0,dn9,pkg55,75,True,83.0,37.718779,-122.462401,37.73422417767165,-122.4345524116885
,76.0,dn2,pkg50,76,False,69.0,37.774524,-122.473656,37.793225307217014,-122.48795700159393
,79.0,dn12,pkg60,79.0,True,84.0,37.78929,-122.426797,37.75827861642007,-122.45048970248726
,83.0,dn13,pkg61,83,True,89.0,37.739611,-122.492203,37.737453330269,-122.44688944273734
,85.0,dn1,pkg59,85,False,83.0,37.774524,-122.473656,37.77837280324769,-122.4730050875048
,90.0,dn6,pkg58,90,False,81.0,37.751751,-122.410654,37.74881445365465,-122.4000904159849
,90.0,dn3,pkg64,90.0,True,99.0,37.774524,-122.473656,37.73523759842763,-122.46000597056701
,97.0,dn9,pkg63,97,False,94.0,37.718779,-122.462401,37.72515980211962,-122.42828946712737
,99.0,dn11,pkg57,99,False,81.0,37.78929,-122.426797,37.78527458600841,-122.40302888695473
,100.0,dn7,pkg66,100.0,True,109.0,37.718779,-122.462401,37.720492688156824,-122.49296435206388
,5.0,dn3,pkg5,5.0,True,11.0,37.774524,-122.473656,37.74673883413295,-122.50306205010084
,6.0,dn7,pkg10,6.0,True,11.0,37.718779,-122.462401,37.732040043443284,-122.47047144690778
,6.0,dn13,pkg20,6.0,True,14.0,37.739611,-122.492203,37.74336970714776,-122.48502764767876
,7.0,dn9,pkg17,7.0,True,13.0,37.718779,-122.462401,37.74976228229024,-122.44813378494938
,7.0,dn15,pkg21,7.0,True,15.0,37.739611,-122.492203,37.735938091685405,-122.48200595782791
,8.0,dn2,pkg13,8.0,True,17.0,37.774524,-122.473656,37.777361651810374,-122.46644061241219
,8.0,dn14,pkg19,8.0,True,15.0,37.739611,-122.492203,37.7367362900536,-122.47879713279221
,9.0,dn1,pkg2,9.0,True,15.0,37.774524,-122.473656,37.77694247295847,-122.4945130421476
,9.0,dn4,pkg22,9,True,13.0,37.751751,-122.410654,37.73865679405276,-122.42782001078125
,9.0,dn8,pkg6,9.0,True,15.0,37.718779,-122.462401,37.71467524202451,-122.47347388803773
,10.0,dn3,pkg23,10,True,14.0,37.774524,-122.473656,37.760918171146685,-122.47776007574167
,13.0,dn6,pkg16,13,True,19.0,37.751751,-122.410654,37.75247812868962,-122.41852286241456
,13.0,dn10,pkg8,13,True,18.0,37.78929,-122.426797,37.78616546566072,-122.43337995684558
,13.0,dn15,pkg7,13,True,18.0,37.739611,-122.492203,37.748537660986834,-122.47022027946593
,15.0,dn13,pkg12,15,True,19.0,37.739611,-122.492203,37.72093654379957,-122.47806938661607
,17.0,dn12,pkg26,17,True,25.0,37.78929,-122.426797,37.77469398051302,-122.4746540034882
,17.0,dn9,pkg18,17,True,17.0,37.718779,-122.462401,37.720939896821605,-122.43417531771053
,20.0,dn14,pkg25,20,False,18.0,37.739611,-122.492203,37.71411223497339,-122.44610683895253
,21.0,dn5,pkg3,21,False,10.0,37.751751,-122.410654,37.7174354454387,-122.41286429276691
,21.0,dn11,pkg11,21,False,17.0,37.78929,-122.426797,37.775803494418454,-122.43061852762018
,21.0,dn1,pkg29,21.0,True,27.0,37.774524,-122.473656,37.77541303200935,-122.45869225889498
,23.0,dn7,pkg15,23,False,12.0,37.718779,-122.462401,37.713237676029266,-122.41118486728737
,27.0,dn3,pkg32,27.0,True,32.0,37.774524,-122.473656,37.73979915405423,-122.46661323108101
,28.0,dn8,pkg9,28,False,19.0,37.718779,-122.462401,37.7366980680262,-122.41769588403282
,29.0,dn15,pkg31,29,True,35.0,37.739611,-122.492203,37.71069926973075,-122.45767490869838
,29.0,dn1,pkg35,29,True,37.0,37.774524,-122.473656,37.73747292924923,-122.48159849550237
,31.0,dn13,pkg33,31,True,33.0,37.739611,-122.492203,37.773629419549984,-122.46841380617887
,34.0,dn2,pkg30,34,True,36.0,37.774524,-122.473656,37.77304889530457,-122.42882056584259
,35.0,dn4,pkg28,35,False,26.0,37.751751,-122.410654,37.758937347166544,-122.4087796440164
,37.0,dn6,pkg34,37,True,38.0,37.751751,-122.410654,37.7647523942923,-122.46281455007167
,38.0,dn14,pkg38,38.0,True,46.0,37.739611,-122.492203,37.73794098425087,-122.47869650513029
,41.0,dn9,pkg27,41,False,25.0,37.718779,-122.462401,37.71109688705871,-122.4150576515642
,41.0,dn10,pkg36,41,True,47.0,37.78929,-122.426797,37.75147057675774,-122.42673889216508
,41.0,dn1,pkg39,41.0,True,50.0,37.774524,-122.473656,37.7641951180969,-122.47163514372818
,43.0,dn3,pkg41,43,True,45.0,37.774524,-122.473656,37.74435001796337,-122.46356936199004
,46.0,dn7,pkg44,46,True,49.0,37.718779,-122.462401,37.72700193044483,-122.45940474449391
,49.0,dn15,pkg43,49,True,49.0,37.739611,-122.492203,37.78025277943581,-122.47096797685178
,50.0,dn12,pkg37,50,False,44.0,37.78929,-122.426797,37.75362201506634,-122.41678817231649
,56.0,dn11,pkg45,56,True,56.0,37.78929,-122.426797,37.78337176449271,-122.43584466517905
,57.0,dn8,pkg49,57,True,64.0,37.718779,-122.462401,37.754306896977454,-122.452027723052
,61.0,dn13,pkg52,61.0,True,67.0,37.739611,-122.492203,37.76339911612844,-122.46550770719695
,63.0,dn10,pkg53,63,True,68.0,37.78929,-122.426797,37.78889615246125,-122.40331129892354
,66.0,dn15,pkg55,66.0,True,74.0,37.739611,-122.492203,37.72417040517949,-122.46758703962914
,67.0,dn5,pkg40,67,False,50.0,37.751751,-122.410654,37.734050712400396,-122.39991369253521
,67.0,dn1,pkg47,67,False,59.0,37.774524,-122.473656,37.79309977356005,-122.42870910153559
,71.0,dn2,pkg48,71,False,60.0,37.774524,-122.473656,37.792549414820215,-122.42635206530636
,71.0,dn14,pkg54,71,True,71.0,37.739611,-122.492203,37.776900787456945,-122.46531453187308
,71.0,dn9,pkg58,71,True,76.0,37.718779,-122.462401,37.71079261047633,-122.48898559902865
,73.0,dn6,pkg42,73,False,54.0,37.751751,-122.410654,37.70963911464973,-122.40063499846025
,74.0,dn7,pkg50,74,False,61.0,37.718779,-122.462401,37.72014707104132,-122.4143006632361
,74.0,dn8,pkg59,74,True,75.0,37.718779,-122.462401,37.73568022144899,-122.4546955507803
,75.0,dn3,pkg51,75,False,64.0,37.774524,-122.473656,37.7781833090654,-122.4197188052388
,75.0,dn13,pkg61,75,True,80.0,37.739611,-122.492203,37.75291402831965,-122.48636710546519
,76.0,dn4,pkg46,76,False,57.0,37.751751,-122.410654,37.78779960251582,-122.4130344250438
,78.0,dn15,pkg62,78,True,83.0,37.739611,-122.492203,37.7276242030689,-122.4709220059302
,84.0,dn13,pkg63,84,False,82.0,37.739611,-122.492203,37.73502881379953,-122.46482619401158
,87.0,dn12,pkg65,87,True,91.0,37.78929,-122.426797,37.7553005656252,-122.43252620936858
,90.0,dn10,pkg64,90,False,87.0,37.78929,-122.426797,37.79340942115343,-122.44419549124258
,90.0,dn8,pkg66,90,True,92.0,37.718779,-122.462401,37.74925257694322,-122.46410489054317
,91.0,dn11,pkg57,91,False,74.0,37.78929,-122.426797,37.78164911515043,-122.42471105404812
,91.0,dn9,pkg67,91.0,True,98.0,37.718779,-122.462401,37.739363380181544,-122.48795506577733
,93.0,dn13,pkg72,93.0,True,100.0,37.739611,-122.492203,37.7343994627281,-122.45580087704357
,94.0,dn15,pkg71,94,True,102.0,37.739611,-122.492203,37.720902226750965,-122.47638756641338
,96.0,dn2,pkg74,96.0,True,101.0,37.774524,-122.473656,37.73673163071906,-122.48140149791767
,100.0,dn14,pkg75,100.0,True,108.0,37.739611,-122.492203,37.7380056732889,-122.46924693577532
,5.0,dn13,pkg1,5.0,True,15.0,37.739611,-122.492203,37.73894363647531,-122.49458653302118
,6.0,dn5,pkg22,6,True,11.0,37.751751,-122.410654,37.738675618251776,-122.43516748290757
,6.0,dn14,pkg8,6.0,True,13.0,37.739611,-122.492203,37.709495286202625,-122.50250007242644
,7.0,dn3,pkg19,7,True,12.0,37.774524,-122.473656,37.7802680569921,-122.50747638325537
,7.0,dn7,pkg17,7,True,13.0,37.718779,-122.462401,37.723072826408064,-122.476435065469
,8.0,dn8,pkg2,8.0,True,13.0,37.718779,-122.462401,37.732561533137606,-122.46591500389783
,9.0,dn2,pkg9,9,True,13.0,37.774524,-122.473656,37.761757990196685,-122.48671879514104
,9.0,dn12,pkg21,9.0,True,15.0,37.78929,-122.426797,37.75711400707521,-122.43033103248573
,9.0,dn15,pkg13,9.0,True,17.0,37.739611,-122.492203,37.727993338530084,-122.49915419531263
,10.0,dn1,pkg18,10,True,12.0,37.774524,-122.473656,37.78032893639778,-122.48811659006223
,10.0,dn6,pkg16,10,True,14.0,37.751751,-122.410654,37.749469970966466,-122.43138233231423
,11.0,dn13,pkg20,11,True,15.0,37.739611,-122.492203,37.761792176515826,-122.48630973074559
,14.0,dn9,pkg15,14,True,14.0,37.718779,-122.462401,37.71268947203574,-122.4491451019089
,15.0,dn15,pkg23,15,True,18.0,37.739611,-122.492203,37.75935075424306,-122.49252733806813
,17.0,dn13,pkg24,17,True,23.0,37.739611,-122.492203,37.73283817727076,-122.49271748517025
,21.0,dn10,pkg5,21,False,17.0,37.78929,-122.426797,37.78371351647435,-122.44957542064503
,21.0,dn14,pkg4,21,False,15.0,37.739611,-122.492203,37.76599984124022,-122.49865071887933
,22.0,dn11,pkg7,22,False,15.0,37.78929,-122.426797,37.77681265909465,-122.39814801767493
,23.0,dn5,pkg12,23,False,13.0,37.751751,-122.410654,37.733275990499926,-122.42469574086357
,23.0,dn7,pkg11,23,False,18.0,37.718779,-122.462401,37.71352882398165,-122.47224502740798
,24.0,dn13,pkg30,24,True,32.0,37.739611,-122.492203,37.73686490571734,-122.4743436480944
,25.0,dn4,pkg14,25,False,10.0,37.751751,-122.410654,37.74682186894133,-122.39929234117707
,25.0,dn3,pkg6,25,False,18.0,37.774524,-122.473656,37.779789275424015,-122.5004401265771
,25.0,dn2,pkg25,25,False,22.0,37.774524,-122.473656,37.756282519121704,-122.47486707855111
,30.0,dn8,pkg10,30,False,17.0,37.718779,-122.462401,37.75453522520833,-122.44111534347404
,33.0,dn13,pkg34,33,True,40.0,37.739611,-122.492203,37.75349432245766,-122.5068343534346
,34.0,dn15,pkg31,34,False,33.0,37.739611,-122.492203,37.708935454171765,-122.45772652431286
,40.0,dn7,pkg36,40,True,46.0,37.718779,-122.462401,37.71592804917282,-122.49235319461737
,41.0,dn6,pkg28,41,False,25.0,37.751751,-122.410654,37.74469394494068,-122.39835861987734
,42.0,dn12,pkg29,42,False,25.0,37.78929,-122.426797,37.79632492947476,-122.41082473907109
,42.0,dn2,pkg32,42,False,37.0,37.774524,-122.473656,37.76179994791282,-122.44164067643739
,43.0,dn14,pkg38,43,True,47.0,37.739611,-122.492203,37.71061914949877,-122.48868868983944
,46.0,dn1,pkg27,46,False,27.0,37.774524,-122.473656,37.77296005813469,-122.42333066547036
,46.0,dn9,pkg37,46,True,48.0,37.718779,-122.462401,37.73058011420272,-122.41597816649711
,50.0,dn13,pkg41,50,True,57.0,37.739611,-122.492203,37.76611679287161,-122.48765972392536
,51.0,dn5,pkg33,51,False,37.0,37.751751,-122.410654,37.75279549947779,-122.41845069220881
,51.0,dn10,pkg35,51,False,44.0,37.78929,-122.426797,37.78744631320906,-122.41538977707071
,56.0,dn14,pkg46,56,True,65.0,37.739611,-122.492203,37.73006248993254,-122.48685203103723
,57.0,dn8,pkg45,57.0,True,63.0,37.718779,-122.462401,37.74188728180008,-122.45053066910405
,59.0,dn2,pkg42,59,True,60.0,37.774524,-122.473656,37.78923409283254,-122.48744004547778
,62.0,dn3,pkg40,62,False,57.0,37.774524,-122.473656,37.78619550867554,-122.4411732379793
,62.0,dn7,pkg44,62,True,66.0,37.718779,-122.462401,37.71881382491735,-122.4067360018111
,64.0,dn4,pkg43,64,False,63.0,37.751751,-122.410654,37.75605166615737,-122.41973310355687
,65.0,dn15,pkg47,65.0,True,72.0,37.739611,-122.492203,37.759380496153526,-122.46994200444333
,66.0,dn9,pkg48,66.0,True,74.0,37.718779,-122.462401,37.74628678023082,-122.48973548330503
,68.0,dn13,pkg49,68.0,True,78.0,37.739611,-122.492203,37.748013584326905,-122.46203016377348
,69.0,dn6,pkg50,69,True,79.0,37.751751,-122.410654,37.78027394340615,-122.43135791081433
,72.0,dn11,pkg39,72,False,50.0,37.78929,-122.426797,37.78052885769893,-122.4142380151493
,74.0,dn2,pkg52,74.0,True,81.0,37.774524,-122.473656,37.74222879323557,-122.48887428103355
,76.0,dn8,pkg51,76,False,75.0,37.718779,-122.462401,37.73972807383941,-122.44426821392432
,80.0,dn9,pkg53,80.0,True,85.0,37.718779,-122.462401,37.730496565050345,-122.4856468796525
,89.0,dn1,pkg54,89,False,85.0,37.774524,-122.473656,37.74992658039598,-122.43647425322904
,89.0,dn7,pkg57,89.0,True,97.0,37.718779,-122.462401,37.73051028124405,-122.46707508146585
,90.0,dn13,pkg59,90.0,True,100.0,37.739611,-122.492203,37.72469198987378,-122.47486619098937
,93.0,dn10,pkg55,93,True,94.0,37.78929,-122.426797,37.79469014060075,-122.45848931759215
,96.0,dn8,pkg62,96,True,100.0,37.718779,-122.462401,37.714254859975256,-122.4873717625168
,97.0,dn5,pkg58,97,True,102.0,37.751751,-122.410654,37.78339040955867,-122.40959733174574
,100.0,dn14,pkg63,100,True,102.0,37.739611,-122.492203,37.70879924694747,-122.46747844014149
,100.0,dn13,pkg66,100,True,103.0,37.739611,-122.492203,37.73020846086459,-122.44943166122142
,6.0,dn14,pkg1,6.0,True,16.0,37.739611,-122.492203,37.73243117306289,-122.46549379343226
,7.0,dn8,pkg6,7.0,True,16.0,37.718779,-122.462401,37.71969736292622,-122.47133156682487
,7.0,dn11,pkg10,7.0,True,15.0,37.78929,-122.426797,37.757426489414996,-122.44168897858242
,7.0,dn15,pkg11,7,True,17.0,37.739611,-122.492203,37.72669934576785,-122.46506524965461
,8.0,dn13,pkg20,8.0,True,18.0,37.739611,-122.492203,37.73436861923043,-122.49656084294378
,9.0,dn1,pkg15,9.0,True,16.0,37.774524,-122.473656,37.77739107657498,-122.49957279063379
,9.0,dn10,pkg19,9,True,15.0,37.78929,-122.426797,37.78959475611867,-122.41768658749874
,10.0,dn12,pkg22,10.0,True,17.0,37.78929,-122.426797,37.76207458168137,-122.44901728806012
,11.0,dn2,pkg13,11,True,19.0,37.774524,-122.473656,37.78126859362092,-122.48099658519129
,12.0,dn3,pkg21,12,True,17.0,37.774524,-122.473656,37.773959450648356,-122.49865441220558
,12.0,dn7,pkg5,12,True,13.0,37.718779,-122.462401,37.730921779040216,-122.45027941702735
,17.0,dn13,pkg18,17,True,18.0,37.739611,-122.492203,37.718892465119964,-122.47256006791481
,17.0,dn14,pkg23,17,False,14.0,37.739611,-122.492203,37.779142561254446,-122.46937467553424
,19.0,dn6,pkg14,19,False,16.0,37.751751,-122.410654,37.74482386307368,-122.42039257156704
,22.0,dn4,pkg17,22,False,11.0,37.751751,-122.410654,37.73339345626142,-122.42096584802084
,22.0,dn9,pkg8,22,False,12.0,37.718779,-122.462401,37.70886279194503,-122.42903857588357
,23.0,dn10,pkg28,23,True,27.0,37.78929,-122.426797,37.789194834337735,-122.42505706608935
,24.0,dn5,pkg4,24,False,13.0,37.751751,-122.410654,37.774787959287096,-122.39916434050083
,25.0,dn2,pkg29,25,True,25.0,37.774524,-122.473656,37.747327265850785,-122.48833609165607
,29.0,dn15,pkg3,29,False,16.0,37.739611,-122.492203,37.75232576112517,-122.44067672679527
,31.0,dn11,pkg24,31,False,15.0,37.78929,-122.426797,37.77387070934647,-122.41761221854414
,31.0,dn1,pkg25,31,False,17.0,37.774524,-122.473656,37.793715884178354,-122.44853297416678
,33.0,dn8,pkg9,33,False,18.0,37.718779,-122.462401,37.715208336282295,-122.43329864776364
,33.0,dn7,pkg32,33,False,28.0,37.718779,-122.462401,37.72294553126385,-122.41156025854542
,34.0,dn13,pkg35,34.0,True,43.0,37.739611,-122.492203,37.75393020272516,-122.48776803906979
,35.0,dn2,pkg34,35,False,34.0,37.774524,-122.473656,37.778555298300176,-122.44911283500905
,36.0,dn14,pkg37,36.0,True,45.0,37.739611,-122.492203,37.74967578515209,-122.44856166744626
,40.0,dn12,pkg27,40,False,22.0,37.78929,-122.426797,37.79043039199767,-122.40994860179461
,44.0,dn3,pkg30,44,False,31.0,37.774524,-122.473656,37.76547666007036,-122.4341583759115
,46.0,dn13,pkg42,46,True,51.0,37.739611,-122.492203,37.72364854653691,-122.489715278389
,46.0,dn14,pkg41,46,True,51.0,37.739611,-122.492203,37.717468008841735,-122.48815325206695
,47.0,dn6,pkg38,47,False,46.0,37.751751,-122.410654,37.730939623078335,-122.40011205513845
,51.0,dn2,pkg40,51,True,51.0,37.774524,-122.473656,37.76537932759083,-122.45745975912655
,51.0,dn9,pkg45,51.0,True,56.0,37.718779,-122.462401,37.72646062711433,-122.46676296661211
,53.0,dn1,pkg47,53,True,59.0,37.774524,-122.473656,37.73272321824264,-122.47552133717294
