trial,timestep,drone_id,pkg_id,actual_delivery_time,on_time,deadline,depot_lat,depot_lon,delivery_lat,delivery_lon
,10.0,dn10,pkg7,10,True,12.0,37.78929,-122.426797,37.77239386530991,-122.44968621212848
,10.0,dn6,pkg23,10,True,16.0,37.751751,-122.410654,37.72729978771001,-122.41035618841478
,10.0,dn11,pkg14,10.0,True,18.0,37.78929,-122.426797,37.78819069474313,-122.44635366532914
,11.0,dn1,pkg11,11,True,11.0,37.774524,-122.473656,37.78083372863701,-122.48960572014623
,12.0,dn5,pkg22,12,False,11.0,37.751751,-122.410654,37.71989235833223,-122.41028595573943
,16.0,dn2,pkg8,16,False,12.0,37.774524,-122.473656,37.76383485475777,-122.44135023142593
,19.0,dn7,pkg28,19,True,24.0,37.718779,-122.462401,37.736312914942154,-122.43710419576945
,20.0,dn14,pkg26,20,True,23.0,37.739611,-122.492203,37.72174143923727,-122.48104900970122
,21.0,dn12,pkg29,21.0,True,27.0,37.78929,-122.426797,37.76856660823627,-122.41126305298573
,21.0,dn1,pkg21,21,False,17.0,37.774524,-122.473656,37.76087846479482,-122.50482572584977
,22.0,dn9,pkg30,22,True,26.0,37.718779,-122.462401,37.760135493455444,-122.44038466170065
,22.0,dn3,pkg32,22,True,29.0,37.774524,-122.473656,37.79317744791379,-122.48249957519498
,24.0,dn15,pkg27,24,False,23.0,37.739611,-122.492203,37.75892013059244,-122.44224391290656
,25.0,dn10,pkg31,25,True,30.0,37.78929,-122.426797,37.77016943344974,-122.44622492433709
,26.0,dn8,pkg33,26,True,34.0,37.718779,-122.462401,37.735412989269555,-122.4225967917015
,27.0,dn11,pkg19,27,False,19.0,37.78929,-122.426797,37.76539814661794,-122.46473922610556
,27.0,dn13,pkg34,27.0,True,35.0,37.739611,-122.492203,37.775351254523336,-122.4653754526995
,29.0,dn6,pkg35,29,True,33.0,37.751751,-122.410654,37.717921050189204,-122.40217167725841
,29.0,dn5,pkg36,29,True,34.0,37.751751,-122.410654,37.738636239344956,-122.39776049869793
,31.0,dn4,pkg17,31,False,20.0,37.751751,-122.410654,37.712143735018486,-122.40367228023837
,37.0,dn1,pkg37,37,True,41.0,37.774524,-122.473656,37.75235141842463,-122.50019480618539
,37.0,dn9,pkg38,37.0,True,46.0,37.718779,-122.462401,37.72062705024317,-122.44465543224172
,37.0,dn2,pkg39,37,True,44.0,37.774524,-122.473656,37.79006696137395,-122.4522195044031
,38.0,dn3,pkg40,38.0,True,44.0,37.774524,-122.473656,37.79270886568754,-122.46117463223517
,39.0,dn10,pkg41,39.0,True,45.0,37.78929,-122.426797,37.760923665397925,-122.41195961444132
,42.0,dn12,pkg42,42.0,True,47.0,37.78929,-122.426797,37.77634126035976,-122.44110638288932
,49.0,dn6,pkg43,49,True,53.0,37.751751,-122.410654,37.73751341800945,-122.45988959997449
,49.0,dn3,pkg44,49.0,True,58.0,37.774524,-122.473656,37.79128324027924,-122.46265523208442
,49.0,dn11,pkg45,49,True,54.0,37.78929,-122.426797,37.79339111887626,-122.4721366370373
,52.0,dn2,pkg46,52.0,True,60.0,37.774524,-122.473656,37.76759061083426,-122.48150227939202
,57.0,dn4,pkg47,57.0,True,62.0,37.751751,-122.410654,37.76528696039947,-122.41391883240725
,58.0,dn5,pkg48,58.0,True,65.0,37.751751,-122.410654,37.736154203181776,-122.42170023537071
,61.0,dn1,pkg49,61.0,True,68.0,37.774524,-122.473656,37.79130152404602,-122.48776759470596
,62.0,dn2,pkg50,62.0,True,70.0,37.774524,-122.473656,37.752013536874095,-122.47687574197296
,63.0,dn7,pkg52,63.0,True,72.0,37.718779,-122.462401,37.71896173667353,-122.45215052917362
,64.0,dn8,pkg51,64.0,True,74.0,37.718779,-122.462401,37.71900611255018,-122.45103445151531
,64.0,dn9,pkg54,64.0,True,72.0,37.718779,-122.462401,37.709437151246924,-122.45873124337223
,65.0,dn3,pkg53,65.0,True,75.0,37.774524,-122.473656,37.78580801592007,-122.46350436077914
,70.0,dn1,pkg58,70,True,78.0,37.774524,-122.473656,37.784764003500925,-122.47483095614203
,71.0,dn4,pkg55,71,True,75.0,37.751751,-122.410654,37.71389530282701,-122.43215545489157
,75.0,dn5,pkg56,75,True,76.0,37.751751,-122.410654,37.795580479940504,-122.39894315046767
,75.0,dn12,pkg59,75.0,True,82.0,37.78929,-122.426797,37.78768536248187,-122.41093380902532
,78.0,dn10,pkg57,78,True,80.0,37.78929,-122.426797,37.75152512326233,-122.41030805277916
,78.0,dn6,pkg60,78,True,84.0,37.751751,-122.410654,37.720490856622895,-122.41073065921464
,94.0,dn5,pkg61,94.0,True,102.0,37.751751,-122.410654,37.74209721032331,-122.425147986464
,97.0,dn13,pkg63,97.0,True,102.0,37.739611,-122.492203,37.75006135192889,-122.49163785742009
,97.0,dn1,pkg64,97.0,True,105.0,37.774524,-122.473656,37.78893381028307,-122.47045700165758
,98.0,dn2,pkg62,98.0,True,105.0,37.774524,-122.473656,37.77734840284001,-122.48697933636308
,6.0,dn11,pkg17,6.0,True,16.0,37.78929,-122.426797,37.76428552141671,-122.4539672086851
,6.0,dn15,pkg12,6.0,True,15.0,37.739611,-122.492203,37.73268723108562,-122.44634762461621
,7.0,dn6,pkg4,7.0,True,17.0,37.751751,-122.410654,37.73074061541764,-122.39958887912415
,7.0,dn13,pkg9,7.0,True,14.0,37.739611,-122.492203,37.740604698411076,-122.48651985890898
,8.0,dn7,pkg1,8,True,15.0,37.718779,-122.462401,37.729396063063824,-122.4910057999828
,8.0,dn12,pkg21,8,True,11.0,37.78929,-122.426797,37.78850961532541,-122.47488405878077
,8.0,dn14,pkg3,8,True,12.0,37.739611,-122.492203,37.776394905876174,-122.50135121655428
,8.0,dn4,pkg7,8.0,True,13.0,37.751751,-122.410654,37.729728447504336,-122.41653205518787
,8.0,dn5,pkg18,8,True,14.0,37.751751,-122.410654,37.74578395621129,-122.44104439249546
,8.0,dn1,pkg6,8.0,True,13.0,37.774524,-122.473656,37.749573302880016,-122.50395139991689
,8.0,dn8,pkg13,8.0,True,18.0,37.718779,-122.462401,37.71421412959099,-122.45018371774562
,8.0,dn9,pkg23,8.0,True,14.0,37.718779,-122.462401,37.71391983217704,-122.4990346472625
,9.0,dn2,pkg16,9.0,True,14.0,37.774524,-122.473656,37.77235139764636,-122.50151538881718
,9.0,dn3,pkg10,9.0,True,16.0,37.774524,-122.473656,37.795812176276286,-122.43770095582427
,10.0,dn10,pkg22,10.0,True,16.0,37.78929,-122.426797,37.773397952334044,-122.4078202408881
,14.0,dn13,pkg20,14,True,19.0,37.739611,-122.492203,37.7290353484135,-122.47943696812976
,14.0,dn4,pkg24,14,True,19.0,37.751751,-122.410654,37.75974078264176,-122.42178702944479
,15.0,dn8,pkg2,15,True,18.0,37.718779,-122.462401,37.71340967102684,-122.44419888017681
,15.0,dn9,pkg19,15,True,19.0,37.718779,-122.462401,37.725376039139505,-122.43439048743777
,15.0,dn1,pkg5,15,True,18.0,37.774524,-122.473656,37.77780695072272,-122.46324542296657
,16.0,dn11,pkg26,16,True,21.0,37.78929,-122.426797,37.785639749433834,-122.4035218887856
,16.0,dn6,pkg25,16,True,21.0,37.751751,-122.410654,37.766813483106525,-122.40407010916174
,17.0,dn7,pkg14,17,True,20.0,37.718779,-122.462401,37.72634553217381,-122.46502309624505
,19.0,dn3,pkg28,19.0,True,25.0,37.774524,-122.473656,37.78024397020361,-122.46100815749276
,21.0,dn15,pkg15,21,False,15.0,37.739611,-122.492203,37.75048556054255,-122.45550452745094
,22.0,dn12,pkg27,22,True,29.0,37.78929,-122.426797,37.76534335294074,-122.47507725509381
,22.0,dn4,pkg30,22.0,True,31.0,37.751751,-122.410654,37.71927536499195,-122.41761391320098
,23.0,dn14,pkg11,23,False,19.0,37.739611,-122.492203,37.718287628601786,-122.47156828225125
,26.0,dn1,pkg31,26,True,33.0,37.774524,-122.473656,37.794355365229514,-122.48428831169441
,27.0,dn5,pkg32,27,True,33.0,37.751751,-122.410654,37.739663963617495,-122.39865624846635
,33.0,dn2,pkg29,33,False,30.0,37.774524,-122.473656,37.729881637466704,-122.48165267396841
,35.0,dn4,pkg33,35,True,44.0,37.751751,-122.410654,37.722108179908815,-122.40247398576814
,35.0,dn7,pkg35,35,True,44.0,37.718779,-122.462401,37.75363973413203,-122.47743728021328
,36.0,dn8,pkg34,36.0,True,44.0,37.718779,-122.462401,37.719317369850444,-122.45394130948908
,37.0,dn10,pkg37,37.0,True,42.0,37.78929,-122.426797,37.79137606533213,-122.45162275536993
,38.0,dn3,pkg36,38,True,46.0,37.774524,-122.473656,37.794772975528005,-122.46459256139781
,42.0,dn1,pkg38,42.0,True,48.0,37.774524,-122.473656,37.76071752596265,-122.49321878896355
,44.0,dn11,pkg40,44.0,True,49.0,37.78929,-122.426797,37.78099479659486,-122.41547957316203
,45.0,dn5,pkg39,45.0,True,50.0,37.751751,-122.410654,37.753292249723806,-122.40869980177247
,46.0,dn8,pkg43,46.0,True,56.0,37.718779,-122.462401,37.71801347087793,-122.45040235235666
,50.0,dn12,pkg41,50,True,51.0,37.78929,-122.426797,37.785318308481756,-122.4765624396006
,52.0,dn4,pkg44,52,True,57.0,37.751751,-122.410654,37.71655651673696,-122.43134580871495
,53.0,dn6,pkg42,53,True,55.0,37.751751,-122.410654,37.717087484760576,-122.41369409363173
,60.0,dn8,pkg45,60,False,59.0,37.718779,-122.462401,37.74635266906354,-122.42596914987281
,62.0,dn5,pkg46,62,True,64.0,37.751751,-122.410654,37.71212878942923,-122.4053273536757
,62.0,dn1,pkg48,62.0,True,72.0,37.774524,-122.473656,37.77254362610291,-122.47206280600092
,62.0,dn2,pkg50,62,True,70.0,37.774524,-122.473656,37.790304992473715,-122.48147029561171
,64.0,dn14,pkg47,64.0,True,72.0,37.739611,-122.492203,37.74523201982768,-122.50477096989144
,64.0,dn4,pkg49,64,True,70.0,37.751751,-122.410654,37.736563215158135,-122.39988179796588
,67.0,dn7,pkg52,67.0,True,77.0,37.718779,-122.462401,37.71792897867205,-122.47299169722535
,73.0,dn13,pkg51,73,False,72.0,37.739611,-122.492203,37.70783234599923,-122.50576870375612
,74.0,dn9,pkg53,74.0,True,80.0,37.718779,-122.462401,37.724976103175486,-122.46827858973944
,76.0,dn15,pkg54,76.0,True,82.0,37.739611,-122.492203,37.72976450090587,-122.50050482616848
,76.0,dn7,pkg57,76.0,True,82.0,37.718779,-122.462401,37.73038224735513,-122.4494945329038
,78.0,dn4,pkg55,78.0,True,84.0,37.751751,-122.410654,37.725194789686746,-122.39751601345428
,80.0,dn8,pkg56,80.0,True,90.0,37.718779,-122.462401,37.729371118088146,-122.48313879766862
,83.0,dn1,pkg58,83.0,True,91.0,37.774524,-122.473656,37.79461682787096,-122.50460327667346
,89.0,dn2,pkg59,89.0,True,95.0,37.774524,-122.473656,37.77111753944588,-122.49696352771672
,91.0,dn10,pkg60,91,True,96.0,37.78929,-122.426797,37.781960734867084,-122.396480768771
,91.0,dn4,pkg61,91,True,97.0,37.751751,-122.410654,37.73749716534785,-122.43062866549194
,93.0,dn3,pkg62,93,True,100.0,37.774524,-122.473656,37.783114150061216,-122.45560702725356
,96.0,dn1,pkg63,96,True,101.0,37.774524,-122.473656,37.77836718672251,-122.43413106362074
,96.0,dn13,pkg64,96,True,101.0,37.739611,-122.492203,37.75739577652299,-122.47675156263544
,100.0,dn5,pkg65,100.0,True,110.0,37.751751,-122.410654,37.728044444262565,-122.39759163803346
,7.0,dn1,pkg12,7,True,11.0,37.774524,-122.473656,37.74875180361406,-122.47374761172337
,7.0,dn3,pkg3,7.0,True,15.0,37.774524,-122.473656,37.77705836984066,-122.48486787863486
,7.0,dn2,pkg5,7.0,True,14.0,37.774524,-122.473656,37.7610137745301,-122.49656504637971
,7.0,dn6,pkg8,7.0,True,13.0,37.751751,-122.410654,37.76012674406543,-122.43441659068358
,7.0,dn13,pkg22,7,True,10.0,37.739611,-122.492203,37.71926606466613,-122.47039190218572
,7.0,dn5,pkg7,7.0,True,17.0,37.751751,-122.410654,37.744871102042296,-122.41451845440932
,8.0,dn8,pkg19,8.0,True,17.0,37.718779,-122.462401,37.72431599477064,-122.42506065861744
,8.0,dn10,pkg6,8,True,16.0,37.78929,-122.426797,37.77883270005552,-122.4444778252314
,8.0,dn11,pkg11,8,True,13.0,37.78929,-122.426797,37.76252938711821,-122.41450189806952
,8.0,dn14,pkg20,8.0,True,14.0,37.739611,-122.492203,37.77570591866145,-122.49890482521882
,8.0,dn12,pkg10,8,True,17.0,37.78929,-122.426797,37.79530681090843,-122.46220286803822
,10.0,dn4,pkg14,10,True,14.0,37.751751,-122.410654,37.78394045210365,-122.41853651731869
,10.0,dn7,pkg9,10.0,True,19.0,37.718779,-122.462401,37.71599274449185,-122.41634553243628
,10.0,dn3,pkg1,10,True,18.0,37.774524,-122.473656,37.778587761314114,-122.48262081688583
,11.0,dn15,pkg2,11,True,13.0,37.739611,-122.492203,37.7831182644653,-122.48017795991056
,12.0,dn5,pkg4,12,True,16.0,37.751751,-122.410654,37.76009263970563,-122.42435375835508
,13.0,dn9,pkg17,13,True,18.0,37.718779,-122.462401,37.7400872993372,-122.43479901498584
,13.0,dn6,pkg16,13,True,16.0,37.751751,-122.410654,37.73774413953284,-122.40162182394316
,17.0,dn3,pkg26,17,True,22.0,37.774524,-122.473656,37.761352034866164,-122.49328223469989
,17.0,dn5,pkg15,17,False,16.0,37.751751,-122.410654,37.75118923577302,-122.40342044153905
,19.0,dn2,pkg25,19,True,26.0,37.774524,-122.473656,37.7856974438538,-122.50400549204133
,19.0,dn14,pkg23,19,False,17.0,37.739611,-122.492203,37.723245446327155,-122.48801820183253
,20.0,dn8,pkg27,20,True,24.0,37.718779,-122.462401,37.70982172295013,-122.47951884728411
,22.0,dn13,pkg28,22.0,True,27.0,37.739611,-122.492203,37.73054794893872,-122.48100012624316
,24.0,dn1,pkg29,24,True,29.0,37.774524,-122.473656,37.74470973713645,-122.50730573782994
,25.0,dn15,pkg30,25,True,25.0,37.739611,-122.492203,37.76004343798641,-122.48808918659215
,26.0,dn11,pkg18,26,False,16.0,37.78929,-122.426797,37.794817859770134,-122.46570613223044
,29.0,dn5,pkg31,29.0,True,38.0,37.751751,-122.410654,37.7486251942957,-122.419086779555
,29.0,dn4,pkg32,29.0,True,36.0,37.751751,-122.410654,37.715497933551795,-122.41035852758115
,32.0,dn3,pkg33,32.0,True,41.0,37.774524,-122.473656,37.78853265128763,-122.4479059132399
,34.0,dn13,pkg34,34,True,38.0,37.739611,-122.492203,37.718962605630686,-122.49926153011201
,36.0,dn10,pkg35,36.0,True,41.0,37.78929,-122.426797,37.79497309452753,-122.42337811688408
,37.0,dn14,pkg36,37.0,True,42.0,37.739611,-122.492203,37.73390196696461,-122.48822724727037
,41.0,dn1,pkg39,41.0,True,50.0,37.774524,-122.473656,37.756947045052875,-122.49027689169954
,42.0,dn5,pkg37,42,True,43.0,37.751751,-122.410654,37.75782261192402,-122.4472613148098
,43.0,dn12,pkg38,43.0,True,52.0,37.78929,-122.426797,37.777797926768635,-122.4098793967914
,47.0,dn10,pkg41,47,True,52.0,37.78929,-122.426797,37.78051019324295,-122.42524427953062
,48.0,dn4,pkg40,48.0,True,53.0,37.751751,-122.410654,37.76142889519375,-122.40805965903387
,49.0,dn2,pkg42,49,True,57.0,37.774524,-122.473656,37.78707579479119,-122.4442248770079
,55.0,dn8,pkg43,55.0,True,60.0,37.718779,-122.462401,37.72399416619883,-122.47404742562337
,55.0,dn13,pkg44,55,True,61.0,37.739611,-122.492203,37.75699557121715,-122.4559526436933
,56.0,dn1,pkg45,56.0,True,66.0,37.774524,-122.473656,37.77153293144622,-122.45581091506294
,58.0,dn3,pkg46,58.0,True,68.0,37.774524,-122.473656,37.794635990576516,-122.4807149415278
,59.0,dn10,pkg49,59,True,64.0,37.78929,-122.426797,37.75293153782315,-122.42129612201119
,60.0,dn7,pkg47,60,True,66.0,37.718779,-122.462401,37.74460222076063,-122.48182239316698
,64.0,dn14,pkg48,64,True,72.0,37.739611,-122.492203,37.76390857854178,-122.47262373184452
,65.0,dn4,pkg51,65.0,True,73.0,37.751751,-122.410654,37.756735619158185,-122.43512606668229
,67.0,dn9,pkg50,67.0,True,75.0,37.718779,-122.462401,37.71001698890725,-122.48609155998885
,69.0,dn15,pkg53,69.0,True,74.0,37.739611,-122.492203,37.75290782388543,-122.49861668381139
,71.0,dn1,pkg52,71.0,True,80.0,37.774524,-122.473656,37.765914228586446,-122.45340704265199
,73.0,dn2,pkg54,73.0,True,81.0,37.774524,-122.473656,37.75136461259362,-122.46316470453728
,74.0,dn10,pkg56,74.0,True,82.0,37.78929,-122.426797,37.77599434757624,-122.45625042376103
,74.0,dn4,pkg58,74.0,True,81.0,37.751751,-122.410654,37.74930449555732,-122.42906242279228
,75.0,dn3,pkg57,75,True,80.0,37.774524,-122.473656,37.77159896318905,-122.49552176616601
,76.0,dn8,pkg55,76.0,True,83.0,37.718779,-122.462401,37.71786345137407,-122.49638146152711
,81.0,dn13,pkg60,81,True,88.0,37.739611,-122.492203,37.756271268799104,-122.48079119157913
,84.0,dn2,pkg62,84.0,True,92.0,37.774524,-122.473656,37.79117880229902,-122.48766718525327
,85.0,dn1,pkg59,85,True,85.0,37.774524,-122.473656,37.78624255977318,-122.49693331770732
,89.0,dn10,pkg63,89.0,True,95.0,37.78929,-122.426797,37.77666183795092,-122.43201987328402
,89.0,dn3,pkg66,89,True,97.0,37.774524,-122.473656,37.787803061720865,-122.49099080441128
,90.0,dn14,pkg61,90,True,95.0,37.739611,-122.492203,37.77138792864383,-122.47086731453548
,91.0,dn4,pkg64,91.0,True,100.0,37.751751,-122.410654,37.77789276922774,-122.39646778168625
,92.0,dn7,pkg65,92,True,96.0,37.718779,-122.462401,37.711404958818264,-122.49656800909219
,92.0,dn15,pkg68,92.0,True,100.0,37.739611,-122.492203,37.74938129092642,-122.49587179554857
,93.0,dn2,pkg69,93.0,True,98.0,37.774524,-122.473656,37.77625861901641,-122.50337012297406
,95.0,dn13,pkg67,95.0,True,103.0,37.739611,-122.492203,37.772422813999306,-122.48310441008198
,97.0,dn11,pkg70,97.0,True,103.0,37.78929,-122.426797,37.77566105636516,-122.46920822073105
,100.0,dn1,pkg71,100.0,True,105.0,37.774524,-122.473656,37.75915495015431,-122.50178317524637
,100.0,dn10,pkg72,100.0,True,105.0,37.78929,-122.426797,37.7935375665894,-122.42452129445802
,6.0,dn2,pkg7,6.0,True,14.0,37.774524,-122.473656,37.759521002715964,-122.48379095951192
,6.0,dn8,pkg1,6.0,True,15.0,37.718779,-122.462401,37.73042061130716,-122.48237981280371
,6.0,dn10,pkg8,6,True,15.0,37.78929,-122.426797,37.78081565240519,-122.4468956538034
,6.0,dn12,pkg14,6,True,13.0,37.78929,-122.426797,37.75637322941741,-122.43795766568753
,6.0,dn13,pkg16,6,True,12.0,37.739611,-122.492203,37.75795882270148,-122.49255143567395
,6.0,dn6,pkg9,6.0,True,11.0,37.751751,-122.410654,37.728691387128315,-122.40814573659715
,7.0,dn3,pkg10,7.0,True,17.0,37.774524,-122.473656,37.762802365267866,-122.47121014807222
,7.0,dn4,pkg12,7,True,12.0,37.751751,-122.410654,37.748290029306,-122.45355648862417
,7.0,dn7,pkg3,7.0,True,16.0,37.718779,-122.462401,37.716201511891164,-122.45684298070161
,7.0,dn15,pkg18,7.0,True,12.0,37.739611,-122.492203,37.73558956946781,-122.49937992549737
,8.0,dn1,pkg5,8.0,True,15.0,37.774524,-122.473656,37.76119594844423,-122.46106439404383
,9.0,dn11,pkg22,9,True,13.0,37.78929,-122.426797,37.7796893273412,-122.45495556566705
,10.0,dn5,pkg20,10,True,18.0,37.751751,-122.410654,37.72183912486946,-122.41386062384784
,10.0,dn9,pkg19,10,True,13.0,37.718779,-122.462401,37.7495066925447,-122.47686205312723
,11.0,dn14,pkg21,11,True,14.0,37.739611,-122.492203,37.75416933108094,-122.45745741514986
,11.0,dn8,pkg15,11,True,19.0,37.718779,-122.462401,37.742098223848956,-122.42502044558013
,13.0,dn6,pkg25,13,True,18.0,37.751751,-122.410654,37.76755278944449,-122.42731669694648
,14.0,dn12,pkg2,14,True,16.0,37.78929,-122.426797,37.77077149757227,-122.41962453375857
,15.0,dn2,pkg17,15,False,13.0,37.774524,-122.473656,37.756197302063605,-122.45717204849151
,16.0,dn15,pkg24,16,True,16.0,37.739611,-122.492203,37.76453833678484,-122.48989702059094
,18.0,dn1,pkg4,18,False,14.0,37.774524,-122.473656,37.75658541136164,-122.44791442301536
,19.0,dn13,pkg6,19,False,17.0,37.739611,-122.492203,37.714956463963574,-122.46898175608234
,20.0,dn10,pkg26,20,True,24.0,37.78929,-122.426797,37.76660263439956,-122.45905485510029
,21.0,dn4,pkg30,21.0,True,31.0,37.751751,-122.410654,37.71980525275714,-122.39701663170085
,21.0,dn8,pkg29,21,True,24.0,37.718779,-122.462401,37.715098712180236,-122.43770828893885
,22.0,dn3,pkg27,22,True,26.0,37.774524,-122.473656,37.74388698857004,-122.45820595284485
,24.0,dn7,pkg23,24,False,18.0,37.718779,-122.462401,37.732735958663895,-122.41420640433167
,26.0,dn9,pkg28,26,True,32.0,37.718779,-122.462401,37.73635992106238,-122.49036337971376
,27.0,dn5,pkg32,27,True,36.0,37.751751,-122.410654,37.762544247731974,-122.42199146873786
,31.0,dn6,pkg31,31,False,28.0,37.751751,-122.410654,37.7859621438628,-122.41501394907714
,31.0,dn1,pkg34,31,True,36.0,37.774524,-122.473656,37.75653200697889,-122.48501633838289
,32.0,dn15,pkg33,32.0,True,38.0,37.739611,-122.492203,37.72028712886528,-122.47780087823345
,39.0,dn8,pkg36,39.0,True,45.0,37.718779,-122.462401,37.717958226287706,-122.47020154606389
,41.0,dn2,pkg37,41.0,True,50.0,37.774524,-122.473656,37.7632468792431,-122.43629311469478
,42.0,dn4,pkg35,42,True,46.0,37.751751,-122.410654,37.70925652598976,-122.417620192162
,42.0,dn13,pkg38,42.0,True,51.0,37.739611,-122.492203,37.74027547060973,-122.4969824305862
,48.0,dn10,pkg39,48,True,54.0,37.78929,-122.426797,37.79010098478215,-122.4145728931467
,52.0,dn7,pkg40,52.0,True,57.0,37.718779,-122.462401,37.71029352947954,-122.49397029520766
,57.0,dn1,pkg41,57.0,True,67.0,37.774524,-122.473656,37.75283699976743,-122.47869413419713
,59.0,dn11,pkg42,59.0,True,68.0,37.78929,-122.426797,37.79139400923618,-122.42704098847598
,59.0,dn2,pkg43,59.0,True,69.0,37.774524,-122.473656,37.77173479288858,-122.46210978757784
,61.0,dn3,pkg44,61.0,True,66.0,37.774524,-122.473656,37.769252671432405,-122.4751693033209
,63.0,dn12,pkg45,63.0,True,68.0,37.78929,-122.426797,37.790469959081975,-122.44108868965974
,66.0,dn10,pkg46,66.0,True,74.0,37.78929,-122.426797,37.789239156541655,-122.45214931645445
,66.0,dn13,pkg47,66.0,True,76.0,37.739611,-122.492203,37.74910020720731,-122.48514497052435
,71.0,dn12,pkg49,71.0,True,81.0,37.78929,-122.426797,37.78853527516098,-122.41893826889776
,72.0,dn14,pkg48,72.0,True,82.0,37.739611,-122.492203,37.75004088187743,-122.50439660060978
,76.0,dn1,pkg50,76.0,True,86.0,37.774524,-122.473656,37.77201457537773,-122.49674689041116
,80.0,dn7,pkg51,80.0,True,90.0,37.718779,-122.462401,37.71333600015582,-122.48930977232581
,80.0,dn4,pkg53,80.0,True,90.0,37.751751,-122.410654,37.74364820098139,-122.40155983208864
,81.0,dn8,pkg52,81,True,87.0,37.718779,-122.462401,37.72102750775297,-122.44163502192062
,83.0,dn13,pkg55,83.0,True,89.0,37.739611,-122.492203,37.74853899196393,-122.47799476662466
,85.0,dn9,pkg56,85.0,True,93.0,37.718779,-122.462401,37.73472334036816,-122.47114399359185
,86.0,dn5,pkg54,86,True,92.0,37.751751,-122.410654,37.71295891915348,-122.40136546175769
,87.0,dn4,pkg58,87.0,True,97.0,37.751751,-122.410654,37.74442646010361,-122.42193062822768
,90.0,dn6,pkg57,90.0,True,96.0,37.751751,-122.410654,37.736018217952946,-122.4312891824688
,94.0,dn1,pkg59,94.0,True,104.0,37.774524,-122.473656,37.774254293378036,-122.45816972777646
,94.0,dn10,pkg60,94.0,True,100.0,37.78929,-122.426797,37.772175902106056,-122.40255616376166
,97.0,dn7,pkg61,97,True,104.0,37.718779,-122.462401,37.71636728880102,-122.49360192008295
,98.0,dn8,pkg62,98,True,107.0,37.718779,-122.462401,37.740069726313095,-122.47029239630609
,5.0,dn8,pkg18,5,True,12.0,37.718779,-122.462401,37.709752550033556,-122.49415542496737
,5.0,dn1,pkg11,5.0,True,11.0,37.774524,-122.473656,37.776511200845526,-122.44782867427911
,5.0,dn4,pkg8,5,True,13.0,37.751751,-122.410654,37.74486805320875,-122.39423389062779
,6.0,dn9,pkg10,6.0,True,12.0,37.718779,-122.462401,37.71897770574901,-122.4669945812297
,6.0,dn11,pkg13,6,True,12.0,37.78929,-122.426797,37.778086354303355,-122.40972828732404
,7.0,dn2,pkg12,7,True,15.0,37.774524,-122.473656,37.786820193105804,-122.4659637390024
,7.0,dn3,pkg19,7.0,True,14.0,37.774524,-122.473656,37.759866648300495,-122.46352073116083
,7.0,dn10,pkg4,7.0,True,16.0,37.78929,-122.426797,37.79435338352658,-122.43449769948076
,7.0,dn12,pkg14,7.0,True,17.0,37.78929,-122.426797,37.78908466408711,-122.40940590331496
,8.0,dn5,pkg1,8,True,12.0,37.751751,-122.410654,37.71091800641541,-122.41300017993619
,10.0,dn7,pkg2,10,True,11.0,37.718779,-122.462401,37.73132601091974,-122.50202745008878
,10.0,dn13,pkg23,10,True,16.0,37.739611,-122.492203,37.715856325335,-122.46346305375747
,10.0,dn1,pkg22,10,True,13.0,37.774524,-122.473656,37.76325915738079,-122.48348100950298
,11.0,dn14,pkg17,11,True,12.0,37.739611,-122.492203,37.71426984801398,-122.49747936920221
,13.0,dn6,pkg16,13,True,15.0,37.751751,-122.410654,37.71864489587197,-122.39635768224414
,13.0,dn8,pkg27,13.0,True,20.0,37.718779,-122.462401,37.707307826881504,-122.48317007331339
,14.0,dn15,pkg21,14,True,17.0,37.739611,-122.492203,37.7654744363371,-122.46230875976069
,14.0,dn3,pkg5,14,True,19.0,37.774524,-122.473656,37.78312195687635,-122.4739001222866
,14.0,dn1,pkg9,14,True,15.0,37.774524,-122.473656,37.79545833017358,-122.50116472258367
,17.0,dn4,pkg25,17,True,17.0,37.751751,-122.410654,37.756893598262984,-122.44163602767806
,17.0,dn11,pkg20,17,True,19.0,37.78929,-122.426797,37.777528131087635,-122.44635420180384
,18.0,dn12,pkg24,18,False,16.0,37.78929,-122.426797,37.773377278618746,-122.41664346867249
,21.0,dn5,pkg31,21.0,True,26.0,37.751751,-122.410654,37.76160070145635,-122.4278403486883
,22.0,dn2,pkg15,22,False,16.0,37.774524,-122.473656,37.731487965837125,-122.49123255671522
,24.0,dn8,pkg28,24,True,26.0,37.718779,-122.462401,37.71564203511375,-122.41595011396
,25.0,dn10,pkg26,25,False,22.0,37.78929,-122.426797,37.79652587618003,-122.47989056419078
,27.0,dn7,pkg32,27.0,True,32.0,37.718779,-122.462401,37.70952182060653,-122.44198548871682
,31.0,dn14,pkg34,31.0,True,37.0,37.739611,-122.492203,37.72286124019929,-122.46824217190239
,31.0,dn3,pkg36,31.0,True,37.0,37.774524,-122.473656,37.75767444450642,-122.47134945647835
,31.0,dn5,pkg30,31,False,27.0,37.751751,-122.410654,37.728179609507116,-122.4165096399991
,33.0,dn1,pkg33,33,True,33.0,37.774524,-122.473656,37.79012861031604,-122.5041387630467
,33.0,dn11,pkg35,33.0,True,42.0,37.78929,-122.426797,37.75928667220641,-122.46048160342667
